patois,francese,italiano,audio
guetset,guichet,sportello,https://www.patoisvda.org/asset/0000055747.mp3
gueubba,bosse,gobba,https://www.patoisvda.org/asset/0000053680.mp3
gueuddà (gueuddé),guidé (guider),guidato (guidare),https://www.patoisvda.org/asset/0000065718.mp3
gueuddé,guider,guidare,https://www.patoisvda.org/asset/0000065716.mp3
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
gueuddé,,,
i de viya,eau-de-vie,grappa,https://www.patoisvda.org/asset/0000055378.mp3
icaouva,balai,scopa,https://www.patoisvda.org/asset/0000053357.mp3
idà,idée,idea,
illa,île,isola,https://www.patoisvda.org/asset/0000055798.mp3
istouére,histoire,storia,https://www.patoisvda.org/asset/0000055774.mp3
ità (itre),été (être),stato,https://www.patoisvda.org/asset/0000065679.mp3
Italiye,Italie,Italia,https://www.patoisvda.org/asset/0000055822.mp3
itre,être,essere,https://www.patoisvda.org/asset/0000065677.mp3
iver (ivrì),ouvert (ouvrir),aperto (aprire),https://www.patoisvda.org/asset/0000065847.mp3
iveur,hiver,inverno,https://www.patoisvda.org/asset/0000055776.mp3
ivrì,ouvrir,aprire,https://www.patoisvda.org/asset/0000065845.mp3
izeumplo,exemple,esempio,https://www.patoisvda.org/asset/0000090350.mp3
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
i de viya,eau-de-vie,grappa,https://www.patoisvda.org/asset/0000055378.mp3
icaouva,balai,scopa,https://www.patoisvda.org/asset/0000053357.mp3
idà,idée,idea,
illa,île,isola,https://www.patoisvda.org/asset/0000055798.mp3
istouére,histoire,storia,https://www.patoisvda.org/asset/0000055774.mp3
ità (itre),été (être),stato,https://www.patoisvda.org/asset/0000065679.mp3
Italiye,Italie,Italia,https://www.patoisvda.org/asset/0000055822.mp3
itre,être,essere,https://www.patoisvda.org/asset/0000065677.mp3
iver (ivrì),ouvert (ouvrir),aperto (aprire),https://www.patoisvda.org/asset/0000065847.mp3
iveur,hiver,inverno,https://www.patoisvda.org/asset/0000055776.mp3
ivrì,ouvrir,aprire,https://www.patoisvda.org/asset/0000065845.mp3
izeumplo,exemple,esempio,https://www.patoisvda.org/asset/0000090350.mp3
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
izeumplo,,,
janre,genre,genere,https://www.patoisvda.org/asset/0000055686.mp3
janvieur,janvier,gennaio,https://www.patoisvda.org/asset/0000055828.mp3
jeillet,juillet,luglio,https://www.patoisvda.org/asset/0000055854.mp3
jéranión,géranium,geranio,https://www.patoisvda.org/asset/0000055692.mp3
jeun,juin,giugno,https://www.patoisvda.org/asset/0000055856.mp3
Jézù,Jésus,Gesù,https://www.patoisvda.org/asset/0000055834.mp3
jomètre,géomètre,geometra,https://www.patoisvda.org/asset/0000055690.mp3
joué,œil,occhio,https://www.patoisvda.org/asset/0000056638.mp3
jouése,joie,gioia,https://www.patoisvda.org/asset/0000055840.mp3
journal,journal,giornale,https://www.patoisvda.org/asset/0000055850.mp3
ju,jus,succo,https://www.patoisvda.org/asset/0000055864.mp3
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
janre,genre,genere,https://www.patoisvda.org/asset/0000055686.mp3
janvieur,janvier,gennaio,https://www.patoisvda.org/asset/0000055828.mp3
jeillet,juillet,luglio,https://www.patoisvda.org/asset/0000055854.mp3
jéranión,géranium,geranio,https://www.patoisvda.org/asset/0000055692.mp3
jeun,juin,giugno,https://www.patoisvda.org/asset/0000055856.mp3
Jézù,Jésus,Gesù,https://www.patoisvda.org/asset/0000055834.mp3
jomètre,géomètre,geometra,https://www.patoisvda.org/asset/0000055690.mp3
joué,œil,occhio,https://www.patoisvda.org/asset/0000056638.mp3
jouése,joie,gioia,https://www.patoisvda.org/asset/0000055840.mp3
journal,journal,giornale,https://www.patoisvda.org/asset/0000055850.mp3
ju,jus,succo,https://www.patoisvda.org/asset/0000055864.mp3
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
ju,,,
Kilo,kilo,kilo,https://www.patoisvda.org/asset/0000090355.mp3
kilométre,kilomètre,chilometro,https://www.patoisvda.org/asset/0000055868.mp3
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
Kilo,kilo,kilo,https://www.patoisvda.org/asset/0000090355.mp3
kilométre,kilomètre,chilometro,https://www.patoisvda.org/asset/0000055868.mp3
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
kilométre,,,
labie,lause (lauze),losa,https://www.patoisvda.org/asset/0000090357.mp3
lagne,fatigue,stanchezza,https://www.patoisvda.org/asset/0000055529.mp3
lama,lame,lama,https://www.patoisvda.org/asset/0000055882.mp3
lamà (lamé),aimé (aimer),amato (amare),https://www.patoisvda.org/asset/0000065410.mp3
lambà (lambé),couru (courir),corso (correre),https://www.patoisvda.org/asset/0000065580.mp3
lambé,courir,correre,https://www.patoisvda.org/asset/0000065578.mp3
lamé,aimer,amare,https://www.patoisvda.org/asset/0000065408.mp3
lamiye,tôle,lamiera,https://www.patoisvda.org/asset/0000057813.mp3
lampa,lampe,lampada,https://www.patoisvda.org/asset/0000055884.mp3
lampadina,ampoule,lampadina,https://www.patoisvda.org/asset/0000052944.mp3
lampión,réverbère,lampione,https://www.patoisvda.org/asset/0000057500.mp3
lan,planche,asse,https://www.patoisvda.org/asset/0000057043.mp3
lan-a,laine,lana,https://www.patoisvda.org/asset/0000055877.mp3
laou,loup,lupo,https://www.patoisvda.org/asset/0000055943.mp3
lapeun,lapin,coniglio,https://www.patoisvda.org/asset/0000055888.mp3
laque,lac,lago,https://www.patoisvda.org/asset/0000055870.mp3
lar,lard,lardo,https://www.patoisvda.org/asset/0000055890.mp3
lardzaou,largeur,larghezza,https://www.patoisvda.org/asset/0000055892.mp3
lardzo,large,largo,https://www.patoisvda.org/asset/0000058256.mp3
lare,volet,imposta,https://www.patoisvda.org/asset/0000058012.mp3
larma,larme,lacrima,https://www.patoisvda.org/asset/0000055894.mp3
larse,résine,resina,https://www.patoisvda.org/asset/0000057478.mp3
lasì,lait,latte,https://www.patoisvda.org/asset/0000055878.mp3
lasteuque,élastique,elastico,https://www.patoisvda.org/asset/0000055407.mp3
lavà (lavé),lavé (laver),lavato (lavare),https://www.patoisvda.org/asset/0000065754.mp3
lavandeun,évier,lavello,https://www.patoisvda.org/asset/0000055511.mp3
lavandeun,lavabo,lavandino,https://www.patoisvda.org/asset/0000055896.mp3
lavatrise,machine à laver,lavatrice,https://www.patoisvda.org/asset/0000055957.mp3
lavé,laver,lavare,https://www.patoisvda.org/asset/0000065752.mp3
laventse,avalanche,valanga,https://www.patoisvda.org/asset/0000053140.mp3
lèichà (lèiché),laissé (laisser),lasciato (lasciare),https://www.patoisvda.org/asset/0000065751.mp3
lèiché,laisser,lasciare,https://www.patoisvda.org/asset/0000065749.mp3
lèiterì,laiterie,caseificio,https://www.patoisvda.org/asset/0000055880.mp3
lèizarda,lézard,lucertola,https://www.patoisvda.org/asset/0000055911.mp3
lemasoula,limace,lumacone,https://www.patoisvda.org/asset/0000055921.mp3
lemasse,escargot,lumaca,https://www.patoisvda.org/asset/0000055473.mp3
lemiye,lumière,luce,https://www.patoisvda.org/asset/0000055947.mp3
lencheu,drap de lit,lenzuolo,https://www.patoisvda.org/asset/0000055368.mp3
lenva,langue,lingua,https://www.patoisvda.org/asset/0000055886.mp3
lesón,leçon,lezione,https://www.patoisvda.org/asset/0000055900.mp3
létse,laiche de Davall (carex davalliana),carice di Davall (carex davalliana),
létse,laiche du printemps (carex caryophyllea),carice di primavera (carex caryophyllea),
létse,laiche pied d'oiseau (carex ornithopoda),carice pie d'uccello (carex ornithopoda),
létse,laiche en panicule (carex paniculata),carice pannocchiata (carex paniculata),
létse,laiche faux-panic (carex panicea),carice migliacea (carex panicea),
létse,tranche,fetta,https://www.patoisvda.org/asset/0000057860.mp3
lettra,lettre,lettera,https://www.patoisvda.org/asset/0000055907.mp3
leugne,trait,riga,https://www.patoisvda.org/asset/0000057858.mp3
leugne,ligne,linea,https://www.patoisvda.org/asset/0000055919.mp3
leunna,lune,luna,https://www.patoisvda.org/asset/0000055951.mp3
labie,lause (lauze),losa,https://www.patoisvda.org/asset/0000090357.mp3
lagne,fatigue,stanchezza,https://www.patoisvda.org/asset/0000055529.mp3
lama,lame,lama,https://www.patoisvda.org/asset/0000055882.mp3
lamà (lamé),aimé (aimer),amato (amare),https://www.patoisvda.org/asset/0000065410.mp3
lambà (lambé),couru (courir),corso (correre),https://www.patoisvda.org/asset/0000065580.mp3
lambé,courir,correre,https://www.patoisvda.org/asset/0000065578.mp3
lamé,aimer,amare,https://www.patoisvda.org/asset/0000065408.mp3
lamiye,tôle,lamiera,https://www.patoisvda.org/asset/0000057813.mp3
lampa,lampe,lampada,https://www.patoisvda.org/asset/0000055884.mp3
lampadina,ampoule,lampadina,https://www.patoisvda.org/asset/0000052944.mp3
lampión,réverbère,lampione,https://www.patoisvda.org/asset/0000057500.mp3
lan,planche,asse,https://www.patoisvda.org/asset/0000057043.mp3
lan-a,laine,lana,https://www.patoisvda.org/asset/0000055877.mp3
laou,loup,lupo,https://www.patoisvda.org/asset/0000055943.mp3
lapeun,lapin,coniglio,https://www.patoisvda.org/asset/0000055888.mp3
laque,lac,lago,https://www.patoisvda.org/asset/0000055870.mp3
lar,lard,lardo,https://www.patoisvda.org/asset/0000055890.mp3
lardzaou,largeur,larghezza,https://www.patoisvda.org/asset/0000055892.mp3
lardzo,large,largo,https://www.patoisvda.org/asset/0000058256.mp3
lare,volet,imposta,https://www.patoisvda.org/asset/0000058012.mp3
larma,larme,lacrima,https://www.patoisvda.org/asset/0000055894.mp3
larse,résine,resina,https://www.patoisvda.org/asset/0000057478.mp3
lasì,lait,latte,https://www.patoisvda.org/asset/0000055878.mp3
lasteuque,élastique,elastico,https://www.patoisvda.org/asset/0000055407.mp3
lavà (lavé),lavé (laver),lavato (lavare),https://www.patoisvda.org/asset/0000065754.mp3
lavandeun,évier,lavello,https://www.patoisvda.org/asset/0000055511.mp3
lavandeun,lavabo,lavandino,https://www.patoisvda.org/asset/0000055896.mp3
lavatrise,machine à laver,lavatrice,https://www.patoisvda.org/asset/0000055957.mp3
lavé,laver,lavare,https://www.patoisvda.org/asset/0000065752.mp3
laventse,avalanche,valanga,https://www.patoisvda.org/asset/0000053140.mp3
lèichà (lèiché),laissé (laisser),lasciato (lasciare),https://www.patoisvda.org/asset/0000065751.mp3
lèiché,laisser,lasciare,https://www.patoisvda.org/asset/0000065749.mp3
lèiterì,laiterie,caseificio,https://www.patoisvda.org/asset/0000055880.mp3
lèizarda,lézard,lucertola,https://www.patoisvda.org/asset/0000055911.mp3
lemasoula,limace,lumacone,https://www.patoisvda.org/asset/0000055921.mp3
lemasse,escargot,lumaca,https://www.patoisvda.org/asset/0000055473.mp3
lemiye,lumière,luce,https://www.patoisvda.org/asset/0000055947.mp3
lencheu,drap de lit,lenzuolo,https://www.patoisvda.org/asset/0000055368.mp3
lenva,langue,lingua,https://www.patoisvda.org/asset/0000055886.mp3
lesón,leçon,lezione,https://www.patoisvda.org/asset/0000055900.mp3
létse,laiche de Davall (carex davalliana),carice di Davall (carex davalliana),
létse,laiche du printemps (carex caryophyllea),carice di primavera (carex caryophyllea),
létse,laiche pied d'oiseau (carex ornithopoda),carice pie d'uccello (carex ornithopoda),
létse,laiche en panicule (carex paniculata),carice pannocchiata (carex paniculata),
létse,laiche faux-panic (carex panicea),carice migliacea (carex panicea),
létse,tranche,fetta,https://www.patoisvda.org/asset/0000057860.mp3
lettra,lettre,lettera,https://www.patoisvda.org/asset/0000055907.mp3
leugne,trait,riga,https://www.patoisvda.org/asset/0000057858.mp3
leugne,ligne,linea,https://www.patoisvda.org/asset/0000055919.mp3
leunna,lune,luna,https://www.patoisvda.org/asset/0000055951.mp3
levà (se levé),levé ( se lever),alzato (alzarsi),https://www.patoisvda.org/asset/0000065757.mp3
levette,léger,leggero,https://www.patoisvda.org/asset/0000058368.mp3
libertaye,liberté,libertà,https://www.patoisvda.org/asset/0000055913.mp3
limón,citron,limone,https://www.patoisvda.org/asset/0000054656.mp3
